list_size,cpp_insert_sort,cpp_merge_sort,cpp_quick_sort,
0,0.001,0.001,
0,0.002,0.004,
0,0.003,0.004,
0,0.005,0.005,
0,0.005,0.006,
0,0.006,0.007,
0,0.008,0.008,
0.001,0.009,0.009,
0.001,0.009,0.01,
0.001,0.01,0.015,
